ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
3882,Spécialiste Cloud,Santé,Master,Débutant,Manager,"Communication, Gestion de projet, Analyse financière",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3883,Administrateur Systèmes,Transport,Master,Confirmé,Consultant,"Conception réseau, Créativité, Communication",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3884,Consultant Big Data,Construction,Master,Confirmé,Formateur,"Analyse de données, Conception réseau, Cloud computing",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3885,Data Scientist,Construction,Bac +2,Intermédiaire,Spécialiste,"Leadership, Créativité, Programmation",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3886,Administrateur Systèmes,Marketing,Doctorat,Intermédiaire,Formateur,"Gestion de projet, Créativité, Communication",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3887,Ingénieur Sécurité,Marketing,Bac +2,Débutant,Manager,"Communication, Conception réseau, Analyse de données",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3888,Développeur Web,Finance,Doctorat,Intermédiaire,Formateur,"Programmation, Leadership, Analyse financière",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3889,Consultant Big Data,Construction,Bac,Expert,Entrepreneur,"Leadership, Analyse de données, Créativité",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3890,Ingénieur Sécurité,Énergie,Master,Confirmé,Formateur,"Programmation, Sécurité des systèmes, Conception réseau",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3891,Administrateur Systèmes,RH,Bac +3,Débutant,Formateur,"Leadership, Communication, Conception réseau",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3892,Spécialiste Cloud,Informatique,Bac +3,Débutant,Formateur,"Communication, Conception réseau, Créativité",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3893,Ingénieur Logiciel,Transport,Doctorat,Confirmé,Consultant,"Programmation, Gestion de projet, Cloud computing",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3894,Ingénieur Logiciel,Transport,Master,Expert,Spécialiste,"Créativité, Gestion de projet, Programmation",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3895,Ingénieur Sécurité,RH,Master,Débutant,Entrepreneur,"Analyse de données, Programmation, Leadership",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3896,Spécialiste Cloud,Education,Bac +3,Confirmé,Manager,"Conception réseau, Analyse financière, Gestion de projet",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3897,Data Scientist,Énergie,Bac,Débutant,Manager,"Leadership, Programmation, Conception réseau",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3898,Administrateur Systèmes,Finance,Bac,Débutant,Manager,"Gestion de projet, Analyse de données, Cloud computing",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3899,Consultant Big Data,RH,Bac +2,Intermédiaire,Consultant,"Conception réseau, Analyse financière, Créativité",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3900,Développeur Web,Informatique,Master,Intermédiaire,Formateur,"Leadership, Conception réseau, Communication",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3901,Administrateur Systèmes,Transport,Master,Intermédiaire,Spécialiste,"Analyse financière, Cloud computing, Leadership",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3902,Ingénieur Logiciel,Marketing,Bac +2,Débutant,Consultant,"Communication, Sécurité des systèmes, Gestion de projet",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3903,Ingénieur Logiciel,Marketing,Master,Expert,Spécialiste,"Créativité, Analyse financière, Communication",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3904,Chef de Projet IT,Finance,Doctorat,Expert,Manager,"Sécurité des systèmes, Cloud computing, Conception réseau",F1103,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3905,Administrateur Systèmes,RH,Bac,Confirmé,Formateur,"Communication, Programmation, Leadership",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3906,Consultant Big Data,Finance,Bac,Intermédiaire,Spécialiste,"Analyse financière, Leadership, Communication",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3907,Ingénieur Logiciel,RH,Bac +2,Débutant,Spécialiste,"Analyse financière, Analyse de données, Sécurité des systèmes",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3908,Ingénieur Sécurité,Transport,Bac +3,Intermédiaire,Entrepreneur,"Cloud computing, Communication, Programmation",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3909,Data Scientist,Finance,Master,Débutant,Entrepreneur,"Créativité, Sécurité des systèmes, Gestion de projet",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3910,Spécialiste Cloud,Marketing,Doctorat,Expert,Spécialiste,"Leadership, Programmation, Analyse de données",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3911,Administrateur Systèmes,Finance,Master,Expert,Formateur,"Sécurité des systèmes, Communication, Analyse financière",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3912,Administrateur Systèmes,Transport,Bac +3,Intermédiaire,Entrepreneur,"Communication, Cloud computing, Sécurité des systèmes",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3913,Développeur Web,Informatique,Bac +3,Expert,Manager,"Leadership, Analyse financière, Programmation",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3914,Ingénieur Sécurité,Santé,Bac +3,Intermédiaire,Consultant,"Conception réseau, Créativité, Analyse de données",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3915,Analyste Cybersécurité,Education,Master,Confirmé,Spécialiste,"Analyse financière, Programmation, Gestion de projet",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3916,Data Scientist,RH,Bac,Confirmé,Spécialiste,"Programmation, Communication, Créativité",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3917,Chef de Projet IT,RH,Doctorat,Débutant,Formateur,"Créativité, Analyse de données, Analyse financière",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3918,Analyste Cybersécurité,Finance,Doctorat,Confirmé,Spécialiste,"Analyse financière, Leadership, Sécurité des systèmes",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3919,Consultant Big Data,Finance,Master,Débutant,Consultant,"Sécurité des systèmes, Gestion de projet, Communication",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3920,Administrateur Systèmes,RH,Doctorat,Intermédiaire,Consultant,"Programmation, Sécurité des systèmes, Leadership",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3921,Technicien Réseaux,Santé,Doctorat,Débutant,Entrepreneur,"Analyse de données, Programmation, Analyse financière",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3922,Consultant Big Data,Commerce,Doctorat,Expert,Consultant,"Gestion de projet, Communication, Cloud computing",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3923,Développeur Web,Santé,Bac +3,Intermédiaire,Consultant,"Conception réseau, Gestion de projet, Analyse financière",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3924,Administrateur Systèmes,Transport,Master,Confirmé,Formateur,"Cloud computing, Analyse financière, Leadership",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3925,Spécialiste Cloud,Education,Bac,Expert,Entrepreneur,"Leadership, Cloud computing, Communication",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3926,Ingénieur Sécurité,Santé,Doctorat,Expert,Consultant,"Analyse de données, Programmation, Communication",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3927,Ingénieur Logiciel,Énergie,Bac,Expert,Consultant,"Gestion de projet, Analyse de données, Créativité",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3928,Développeur Web,RH,Doctorat,Expert,Entrepreneur,"Communication, Analyse financière, Gestion de projet",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3929,Administrateur Systèmes,Finance,Doctorat,Intermédiaire,Spécialiste,"Sécurité des systèmes, Leadership, Analyse de données",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3930,Technicien Réseaux,Informatique,Bac,Expert,Entrepreneur,"Leadership, Communication, Cloud computing",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3931,Chef de Projet IT,Commerce,Bac +2,Confirmé,Entrepreneur,"Sécurité des systèmes, Gestion de projet, Conception réseau",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3932,Chef de Projet IT,Finance,Bac,Confirmé,Spécialiste,"Leadership, Gestion de projet, Sécurité des systèmes",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3933,Data Scientist,Informatique,Bac,Intermédiaire,Spécialiste,"Analyse financière, Programmation, Analyse de données",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3934,Spécialiste Cloud,Transport,Master,Intermédiaire,Entrepreneur,"Programmation, Analyse de données, Leadership",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3935,Administrateur Systèmes,Education,Bac +2,Intermédiaire,Formateur,"Conception réseau, Analyse de données, Sécurité des systèmes",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3936,Ingénieur Sécurité,RH,Doctorat,Intermédiaire,Entrepreneur,"Analyse financière, Communication, Cloud computing",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3937,Ingénieur Sécurité,Transport,Doctorat,Confirmé,Entrepreneur,"Analyse financière, Leadership, Créativité",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3938,Consultant Big Data,Construction,Bac +2,Débutant,Formateur,"Communication, Analyse de données, Conception réseau",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3939,Data Scientist,Transport,Master,Débutant,Formateur,"Gestion de projet, Créativité, Cloud computing",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3940,Consultant Big Data,Commerce,Bac,Débutant,Consultant,"Leadership, Gestion de projet, Conception réseau",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3941,Spécialiste Cloud,RH,Master,Expert,Manager,"Gestion de projet, Sécurité des systèmes, Analyse de données",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3942,Administrateur Systèmes,Commerce,Bac +2,Expert,Consultant,"Cloud computing, Leadership, Gestion de projet",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3943,Data Scientist,Finance,Master,Expert,Entrepreneur,"Programmation, Analyse de données, Créativité",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3944,Développeur Web,Énergie,Doctorat,Débutant,Spécialiste,"Analyse financière, Communication, Programmation",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3945,Ingénieur Logiciel,Santé,Bac +2,Débutant,Formateur,"Analyse financière, Programmation, Analyse de données",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3946,Technicien Réseaux,Finance,Master,Confirmé,Manager,"Analyse de données, Gestion de projet, Analyse financière",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3947,Développeur Web,Transport,Bac +2,Intermédiaire,Manager,"Communication, Analyse financière, Cloud computing",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3948,Ingénieur Logiciel,Informatique,Bac,Intermédiaire,Entrepreneur,"Sécurité des systèmes, Cloud computing, Programmation",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3949,Analyste Cybersécurité,Énergie,Bac,Confirmé,Entrepreneur,"Programmation, Conception réseau, Communication",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3950,Analyste Cybersécurité,Finance,Doctorat,Intermédiaire,Entrepreneur,"Conception réseau, Analyse de données, Communication",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3951,Data Scientist,Transport,Doctorat,Intermédiaire,Consultant,"Gestion de projet, Conception réseau, Analyse financière",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3952,Data Scientist,Commerce,Bac +2,Expert,Spécialiste,"Créativité, Cloud computing, Communication",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3953,Ingénieur Logiciel,RH,Bac +2,Expert,Formateur,"Cloud computing, Analyse financière, Leadership",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3954,Technicien Réseaux,RH,Bac,Débutant,Entrepreneur,"Gestion de projet, Programmation, Créativité",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3955,Chef de Projet IT,Informatique,Master,Débutant,Entrepreneur,"Analyse de données, Créativité, Sécurité des systèmes",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3956,Développeur Web,Construction,Bac +3,Débutant,Spécialiste,"Communication, Analyse financière, Programmation",F1103,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3957,Développeur Web,Transport,Bac +3,Confirmé,Entrepreneur,"Analyse financière, Cloud computing, Gestion de projet",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3958,Technicien Réseaux,Marketing,Master,Confirmé,Entrepreneur,"Leadership, Analyse financière, Conception réseau",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3959,Ingénieur Sécurité,Finance,Master,Débutant,Formateur,"Analyse de données, Analyse financière, Conception réseau",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3960,Consultant Big Data,Finance,Bac +3,Expert,Consultant,"Leadership, Créativité, Gestion de projet",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3961,Spécialiste Cloud,Informatique,Bac,Expert,Formateur,"Cloud computing, Créativité, Programmation",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3962,Ingénieur Logiciel,Énergie,Master,Expert,Formateur,"Conception réseau, Programmation, Communication",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3963,Technicien Réseaux,Marketing,Bac,Expert,Manager,"Analyse financière, Programmation, Conception réseau",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3964,Analyste Cybersécurité,Énergie,Master,Débutant,Formateur,"Analyse financière, Gestion de projet, Créativité",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3965,Technicien Réseaux,Education,Bac,Débutant,Formateur,"Conception réseau, Cloud computing, Communication",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3966,Spécialiste Cloud,Education,Bac +3,Confirmé,Consultant,"Conception réseau, Analyse financière, Programmation",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3967,Ingénieur Logiciel,Education,Master,Confirmé,Manager,"Conception réseau, Analyse financière, Leadership",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3968,Ingénieur Sécurité,RH,Bac +2,Expert,Entrepreneur,"Gestion de projet, Leadership, Sécurité des systèmes",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3969,Analyste Cybersécurité,Informatique,Doctorat,Débutant,Consultant,"Communication, Analyse financière, Leadership",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3970,Administrateur Systèmes,Informatique,Bac,Intermédiaire,Consultant,"Conception réseau, Programmation, Sécurité des systèmes",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3971,Ingénieur Logiciel,RH,Bac +3,Confirmé,Spécialiste,"Programmation, Cloud computing, Sécurité des systèmes",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3972,Administrateur Systèmes,Informatique,Bac,Intermédiaire,Formateur,"Communication, Gestion de projet, Analyse de données",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3973,Technicien Réseaux,Transport,Bac +3,Expert,Entrepreneur,"Analyse de données, Programmation, Leadership",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3974,Ingénieur Sécurité,RH,Bac +2,Intermédiaire,Consultant,"Créativité, Communication, Programmation",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3975,Administrateur Systèmes,Commerce,Doctorat,Confirmé,Formateur,"Conception réseau, Analyse financière, Cloud computing",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3976,Ingénieur Logiciel,Informatique,Doctorat,Intermédiaire,Entrepreneur,"Sécurité des systèmes, Créativité, Programmation",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3977,Consultant Big Data,Marketing,Bac +2,Intermédiaire,Manager,"Leadership, Programmation, Analyse financière",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3978,Administrateur Systèmes,Énergie,Bac +2,Confirmé,Entrepreneur,"Créativité, Analyse de données, Communication",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3979,Analyste Cybersécurité,Marketing,Bac,Expert,Formateur,"Cloud computing, Communication, Sécurité des systèmes",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3980,Data Scientist,Santé,Bac +3,Intermédiaire,Consultant,"Leadership, Gestion de projet, Programmation",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3981,Ingénieur Sécurité,RH,Bac +3,Confirmé,Manager,"Programmation, Cloud computing, Sécurité des systèmes",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3982,Chef de Projet IT,RH,Bac,Intermédiaire,Formateur,"Leadership, Conception réseau, Sécurité des systèmes",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3983,Spécialiste Cloud,RH,Master,Intermédiaire,Entrepreneur,"Sécurité des systèmes, Analyse financière, Gestion de projet",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3984,Développeur Web,Education,Bac +2,Intermédiaire,Consultant,"Communication, Leadership, Cloud computing",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3985,Analyste Cybersécurité,Commerce,Bac +2,Intermédiaire,Manager,"Analyse financière, Communication, Programmation",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3986,Technicien Réseaux,Commerce,Master,Expert,Formateur,"Cloud computing, Communication, Analyse de données",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3987,Ingénieur Sécurité,RH,Doctorat,Confirmé,Manager,"Analyse de données, Analyse financière, Gestion de projet",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3988,Ingénieur Logiciel,Commerce,Bac +3,Confirmé,Consultant,"Analyse de données, Cloud computing, Analyse financière",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3989,Ingénieur Sécurité,Transport,Bac +3,Expert,Spécialiste,"Leadership, Analyse de données, Sécurité des systèmes",F1103,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3990,Ingénieur Sécurité,Construction,Bac +3,Intermédiaire,Manager,"Programmation, Sécurité des systèmes, Cloud computing",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
3991,Développeur Web,RH,Bac +2,Débutant,Manager,"Leadership, Analyse de données, Communication",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3992,Consultant Big Data,Finance,Doctorat,Intermédiaire,Entrepreneur,"Conception réseau, Sécurité des systèmes, Analyse financière",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3993,Analyste Cybersécurité,Transport,Bac,Débutant,Manager,"Leadership, Communication, Gestion de projet",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3994,Data Scientist,Finance,Bac +3,Expert,Consultant,"Gestion de projet, Leadership, Communication",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
3995,Ingénieur Sécurité,Informatique,Master,Expert,Consultant,"Leadership, Cloud computing, Analyse financière",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3996,Développeur Web,Énergie,Bac +3,Expert,Manager,"Sécurité des systèmes, Analyse financière, Programmation",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
3997,Administrateur Systèmes,Commerce,Bac +2,Confirmé,Manager,"Analyse de données, Gestion de projet, Cloud computing",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
3998,Développeur Web,Construction,Bac +3,Confirmé,Formateur,"Gestion de projet, Communication, Analyse de données",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
3999,Ingénieur Sécurité,Santé,Bac +3,Confirmé,Entrepreneur,"Cloud computing, Conception réseau, Leadership",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4000,Administrateur Systèmes,Transport,Bac +2,Confirmé,Formateur,"Cloud computing, Communication, Analyse financière",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4001,Analyste Cybersécurité,Informatique,Bac,Intermédiaire,Spécialiste,"Communication, Créativité, Leadership",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4002,Développeur Web,Informatique,Bac,Expert,Formateur,"Communication, Programmation, Analyse financière",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4003,Technicien Réseaux,Finance,Doctorat,Expert,Spécialiste,"Communication, Leadership, Analyse financière",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4004,Consultant Big Data,Santé,Doctorat,Confirmé,Formateur,"Sécurité des systèmes, Cloud computing, Créativité",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4005,Spécialiste Cloud,Education,Bac,Confirmé,Manager,"Programmation, Sécurité des systèmes, Communication",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4006,Ingénieur Sécurité,Informatique,Bac +2,Confirmé,Formateur,"Gestion de projet, Cloud computing, Créativité",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4007,Chef de Projet IT,Énergie,Bac +3,Confirmé,Manager,"Programmation, Conception réseau, Cloud computing",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
4008,Chef de Projet IT,Informatique,Bac,Expert,Spécialiste,"Créativité, Analyse financière, Analyse de données",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4009,Administrateur Systèmes,Marketing,Bac +2,Expert,Consultant,"Programmation, Conception réseau, Leadership",J1201,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4010,Ingénieur Logiciel,Énergie,Doctorat,Intermédiaire,Manager,"Programmation, Gestion de projet, Leadership",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4011,Consultant Big Data,Commerce,Bac,Débutant,Spécialiste,"Analyse de données, Leadership, Programmation",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4012,Analyste Cybersécurité,Commerce,Bac +2,Intermédiaire,Entrepreneur,"Analyse financière, Cloud computing, Leadership",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4013,Ingénieur Logiciel,RH,Master,Expert,Spécialiste,"Sécurité des systèmes, Leadership, Créativité",F1103,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
4014,Consultant Big Data,Finance,Bac,Intermédiaire,Consultant,"Communication, Cloud computing, Analyse financière",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4015,Ingénieur Logiciel,Construction,Master,Confirmé,Spécialiste,"Analyse financière, Analyse de données, Leadership",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4016,Data Scientist,Énergie,Bac,Débutant,Spécialiste,"Conception réseau, Cloud computing, Communication",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4017,Ingénieur Sécurité,Finance,Bac,Expert,Entrepreneur,"Communication, Leadership, Créativité",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
4018,Administrateur Systèmes,Construction,Bac +3,Expert,Entrepreneur,"Analyse financière, Créativité, Cloud computing",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
4019,Développeur Web,Énergie,Master,Expert,Manager,"Conception réseau, Sécurité des systèmes, Programmation",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4020,Ingénieur Sécurité,Commerce,Master,Intermédiaire,Consultant,"Gestion de projet, Créativité, Communication",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
4021,Administrateur Systèmes,Transport,Bac +2,Confirmé,Entrepreneur,"Communication, Leadership, Créativité",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
